   1    1       1.0000000000000000 
   3    1      -0.5000000000000000 
   5    1       0.3750000000000000 
   7    1      -0.3125000000000000 
   9    1       0.2734375000000000 
  11    1      -0.2460937500000000 
  13    1       0.2255859375000000 
  15    1      -0.2094726562500000 
  17    1       0.1963806152343750 
  19    1      -0.1854705810546875 
  21    1       0.1761970520019531 
   2    2       1.0000000000000000 
   4    2      -1.5000000000000000 
   6    2       1.8750000000000000 
   8    2      -2.1875000000000000 
  10    2       2.4609375000000000 
  12    2      -2.7070312500000000 
  14    2       2.9326171875000000 
  16    2      -3.1420898437500000 
  18    2       3.3384704589843750 
  20    2      -3.5239410400390625 
   3    3       1.5000000000000000 
   5    3      -3.7500000000000000 
   7    3       6.5625000000000000 
   9    3      -9.8437500000000000 
  11    3      13.5351562500000000 
  13    3     -17.5957031250000000 
  15    3      21.9946289062500000 
  17    3     -26.7077636718750000 
  19    3      31.7154693603515630 
  21    3     -37.0013809204101560 
   4    4       2.5000000000000000 
   6    4      -8.7500000000000000 
   8    4      19.6875000000000000 
  10    4     -36.0937500000000000 
  12    4      58.6523437500000000 
  14    4     -87.9785156250000000 
  16    4     124.6362304687500000 
  18    4    -169.1491699218750000 
  20    4     222.0082855224609400 
   5    5       4.3750000000000000 
   7    5     -19.6875000000000000 
   9    5      54.1406250000000000 
  11    5    -117.3046875000000000 
  13    5     219.9462890625000000 
  15    5    -373.9086914062500000 
  17    5     592.0220947265625000 
  19    5    -888.0331420898437500 
  21    5    1276.5476417541504000 
   6    6       7.8750000000000000 
   8    6     -43.3125000000000000 
  10    6     140.7656250000000000 
  12    6    -351.9140625000000000 
  14    6     747.8173828125000000 
  16    6   -1420.8530273437500000 
  18    6    2486.4927978515625000 
  20    6   -4084.9524536132812000 
   7    7      14.4375000000000000 
   9    7     -93.8437500000000000 
  11    7     351.9140625000000000 
  13    7    -997.0898437500000000 
  15    7    2368.0883789062500000 
  17    7   -4972.9855957031250000 
  19    7    9531.5557250976562000 
  21    7  -17020.6352233886720000 
   8    8      26.8125000000000000 
  10    8    -201.0937500000000000 
  12    8     854.6484375000000000 
  14    8   -2706.3867187500000000 
  16    8    7104.2651367187500000 
  18    8  -16339.8098144531250000 
  20    8   34041.2704467773440000 
   9    9      50.2734375000000000 
  11    9    -427.3242187500000000 
  13    9    2029.7900390625000000 
  15    9   -7104.2651367187500000 
  17    9   20424.7622680664060000 
  19    9  -51061.9056701660160000 
  21    9  114889.2877578735400000 
  10   10      94.9609375000000000 
  12   10    -902.1289062500000000 
  14   10    4736.1767578125000000 
  16   10  -18155.3442382812500000 
  18   10   56735.4507446289060000 
  20   10 -153185.7170104980500000 
  11   11     180.4257812500000000 
  13   11   -1894.4707031250000000 
  15   11   10893.2065429687500000 
  17   11  -45388.3605957031250000 
  19   11  153185.7170104980500000 
  21   11 -444238.5793304443400000 
  12   12     344.4492187500000000 
  14   12   -3961.1660156250000000 
  16   12   24757.2875976562500000 
  18   12 -111407.7941894531200000 
  20   12  403853.2539367675800000 
  13   13     660.1943359375000000 
  15   13   -8252.4291992187500000 
  17   13   55703.8970947265630000 
  19   13 -269235.5026245117200000 
  21   13 1043287.5726699828000000 
  14   14    1269.6044921875000000 
  16   14  -17139.6606445312500000 
  18   14  124262.5396728515600000 
  20   14 -642023.1216430664100000 
  15   15    2448.5229492187500000 
  17   15  -35503.5827636718750000 
  19   15  275152.7664184570300000 
  21   15 -1513340.2153015137000000 
  16   16    4733.8110351562500000 
  18   16  -73374.0710449218750000 
  20   16  605336.0861206054700000 
  17   17    9171.7588806152344000 
  19   17 -151334.0215301513700000 
  21   17 1324172.6883888245000000 
  18   18   17804.0025329589840000 
  20   18 -311570.0443267822300000 
  19   19   34618.8938140869140000 
  21   19 -640449.5355606079100000 
  20   20   67415.7405853271480000 
  21   21  131460.6941413879400000 
